1	0.32744499	0.99942207
2	0.353654367	0.99943191
3	0.381198437	0.99940109
4	0.410066799	0.9993906
5	0.440240017	0.99931908
6	0.471689095	0.99930847
7	0.504375016	0.99922657
8	0.53824835	0.9991954
9	0.573248939	0.99916416
10	0.609305675	0.99906147
11	0.646336374	0.99896866
12	0.684247757	0.99890059
13	0.722935546	0.99890059
14	0.762284671	0.99879122
15	0.802169611	0.99866664
16	0.84245485	0.99849027
17	0.88299547	0.99844688
18	0.923637862	0.99818689
19	0.964220565	0.99811137
20	1.004575226	0.99793202
21	1.044527669	0.99768943
22	1.083899072	0.99764252
23	1.122507241	0.99745995
24	1.160167964	0.99690038
25	1.196696437	0.99672323
26	1.231908745	0.99636585
27	1.26562338	0.99625772
28	1.297662789	0.99603206
29	1.327854911	0.99559128
30	1.356034717	0.99503827
31	1.382045698	0.9948312
32	1.405741317	0.9943732
33	1.426986376	0.99392939
34	1.445658304	0.9932161
35	1.461648329	0.99235719
36	1.474862539	0.99150163
37	1.485222795	0.9906587
38	1.492667506	0.98968059
39	1.497152232	0.98893553
40	1.498650133	0.98707366
41	1.497152232	0.98588985
42	0.00001	0.98536855
43	0.00001	0.97291862
44	0.00001	0.97153484
45	0.00001	0.96832578
46	0.00001	0.9475517
47	0.00001	0.94361863
48	0.00001	0.93952683
49	0.00001	0.93696568
50	0.00001	0.93324992
51	0.00001	0.90933992
52	0.00001	0.90868397
53	0.00001	0.900288
54	0.00001	0.89534433
55	0.00001	0.88974173
56	0.00001	0.88838579
57	0.00001	0.88500257
58	0.00001	0.86772014
59	0.00001	0.86065842
60	0.00001	0.84146732
61	0.00001	0.82486277
62	0.00001	0.81779217
63	0.00001	0.80784928
64	0.00001	0.76551172
65	0.00001	0.75454899
66	0.00001	0.74780998
67	0.00001	0.73047372
68	0.00001	0.71644583
69	0.00001	0.71207782
70	0.00001	0.71092489
71	0.00001	0
